14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 14 0 0 0 0 14 0 0 0 0 0 0 0 

14 0 0 0 0 0 0 14 0 0 14 0 0 0 14 0 0 0 0 0 0 0 0 0 14 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 14 0 0 0 0 0 0 0 0 0 0 0 

0 14 0 14 0 0 0 0 0 0 0 0 0 14 0 0 0 0 14 0 0 0 0 0 0 14 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 

0 0 0 0 0 0 0 0 14 0 0 0 14 0 14 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 14 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 14 0 14 0 

0 0 0 14 14 0 0 14 0 0 0 0 0 0 11 0 0 14 0 0 0 15 0 14 0 14 0 8 0 0 0 0 0 0 0 14 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 14 0 0 12 0 0 0 

0 0 0 0 0 0 0 14 0 0 0 0 0 0 14 0 0 0 0 0 0 0 14 0 0 14 0 14 0 14 0 0 0 0 14 0 0 14 13 0 0 14 0 0 0 0 14 14 0 14 0 14 0 0 14 0 0 14 0 0 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 14 0 0 0 0 0 0 20 0 0 0 0 0 0 14 0 0 0 

0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 14 14 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 14 0 12 12 0 0 0 0 0 0 0 0 14 14 0 0 0 

0 14 0 0 0 0 0 0 0 14 0 0 0 7 14 0 14 0 14 0 0 14 0 14 0 0 0 0 0 0 0 0 0 0 14 14 0 0 0 14 0 0 0 0 0 0 0 0 0 0 14 0 14 0 0 0 0 0 0 12 

